RAZÃO SOCIAL,ENDEREÇO,BAIRRO,BANDEIRA,PREÇO VENDA,PREÇO COMPRA,MODELIDADE DE COMPRA,FORNECEDOR (B BRANCA),DATA COLETA,DATA RECUSA,NOTA FISCAL
Centro Automotivo C.v.m Ltda,"Rua Caio Graco, 263",Vila Romana,ALESAT,-,-,-,-,-,21/11/2019,Não
Auto Posto Green Ltda,"Avenida Joao Paulo I, 370",Nossa Senhora do O,BRANCA,-,-,-,-,-,13/11/2019,Não
Modena Auto Posto Ltda,"Estrada do M Boi Mirim, 3060",Jardim Coimbra,BRANCA,-,-,-,-,-,13/11/2019,Não
Novo Pantera Auto Posto Ltda,"Avenida Conceicao, 4930",Vila Maria,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Mc do Novo Mundo Ltda,"Alameda Primeiro Sargento Basilio Nogueira da Costa, 67",Pq. Novo Mundo,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Mar Del Plata Ltda,"Rua Flores do Piaui, 14",Itaquera,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Domo Ltda,"Rua Guarapiranga, 2 A",Vila Simone,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Cadima Ltda,"Estrada do Lageado Velho, 1499",Guaianazes,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Meta Ltda,"Avenida Maria Coelho Aguiar, 215",Jardim Sao Luis,BRANCA,-,-,-,-,-,26/11/2019,Não
Naza Auto Posto Ltda,"Estrada do Lageado Velho, 38",Guaianazes,BRANCA,-,-,-,-,-,27/11/2019,Não
Posto de Servico Itaipava Ltda,"Avenida Prof Francisco Morato, 1070",Caxingui,BRANCA,-,-,-,-,-,07/11/2019,Não
Posto de Servico D Alcantara Ltda,"Rua Alcantara, 590",Vila Maria,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Nr Ltda .,"Avenida Professor Ignacio Anhaia Mello, 1501",Vila Prudente,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,12/11/2019,Não
Auto Posto Bixiga Ltda.,"Rua Manoel Dultra, 288",Bela Vista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Bom Jesus de Pirapora Ltda,"Rua Espartaco, 626",Lapa,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Vicar Shop Auto Posto Ltda.,"Rua Monteiro de Melo, 497",Lapa,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Anhembi Ltda,"Avenida Braz Leme, 637",Casa Verde,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Portal da Vila Guilherme Ltda,"Avenida Joaquina Ramalho, 474 Ao 498",Vila Guilherme,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Lord Abastecimento e Lubrificacao Ltda,"Avenida Joaquina Ramalho, 1120",Vl Guilherme,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Walbrax 1 Auto Center Ltda,"Avenida Pires do Rio, 458",São Miguel Paulista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Gfm Ltda,"Avenida Waldemar Carlos Pereira, 1455",Vila Talarico,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Walbrax Auto Center Ltda,"Rua Melchiades Neres de Campos, 514",Parque Santa Rita,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Malaga Ltda,"Avenida Elisio Cord.siqueira, 652",Vl Mangalot,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,06/11/2019,Não
Auto Posto de Servicos Eiras Garcia Ltda,"Avenida Eng Heitor A e Garcia, 2145",Jd. Raposo Tavares,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,07/11/2019,Não
Juvenal Parada Comercio Varejista de Combustiveis Ltda,"Rua da Mooca, 2884",Mooca,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,05/11/2019,Não
Auto Posto Francisco Falconi Ltda,"Avenida Francisco Falconi, 1530",Vl Prudente,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Boturuçu Ltda,"Avenida Itaberaba, 3074",Freguesia do Ó,RAIZEN,-,-,-,-,-,13/11/2019,Não
Carlos Alberto Papacidero,"Avenida Professor Celestino Bourroul, 34",Limao,RAIZEN,-,-,-,-,-,13/11/2019,Não
Papa 5 Serviços Automotivos Ltda,"Avenida Braz Leme, 164",Casa Verde - Santana,RAIZEN,-,-,-,-,-,13/11/2019,Não
Bristol Auto Posto e Servicos Ltda.,"Avenida Regente Feijo, 639",Agua Rasa,RAIZEN,-,-,-,-,-,13/11/2019,Não
Posto Faga & Bizarria Derivados de Petroleo Eireli,"Rua Jorge Joao Saad, 161 e 165",Morumbi,RAIZEN,-,-,-,-,-,13/11/2019,Não
Juventus Varejista de Combustíveis Ltda.,"Rua João Antonio de Oliveira, 108",Moóca,RAIZEN,-,-,-,-,-,05/11/2019,Não
Posto de Servico Novo Barao Ltda,"Avenida Rio Branco, 1400",Campos Elíseos,RAIZEN,-,-,-,-,-,21/11/2019,Não
Carrefour Comercio e Industria Ltda,"Via Anchieta, 3398 Parte",Ipiranga,RAIZEN,-,-,-,-,-,25/11/2019,Não
Auto Posto Alameda Sacoma Ltda,"Via Anchieta, 2013",Vila Bandeirantes,RAIZEN,-,-,-,-,-,25/11/2019,Não
Paraki Auto Posto Ltda,"Rua Vieira de Morais, 1029",Campo Belo,RAIZEN,-,-,-,-,-,25/11/2019,Não
Auto Posto Cerro Cora Ltda,"Rua Cerro Cora, 949",Alto da Lapa,RAIZEN,-,-,-,-,-,21/11/2019,Não
Arinella Imigrantes Comercio Varejista de Combustiveis Ltda,"Avenida Ricardo Jafet, 3400",Vila Firmiano Pinto,RAIZEN,-,-,-,-,-,18/11/2019,Não
Pirapanema Serviços Automotivos Ltda,"Avenida Corifeu de Azevedo Marques, 5793",Vila Lageado,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Tupi Ltda,"Rua Alvaro Ramos, 401",Belem,RAIZEN,-,-,-,-,-,05/11/2019,Não
Auto Posto Barrancao Eireli,"Avenida Miguel de Castro, 23",Pirituba,RAIZEN,-,-,-,-,-,06/11/2019,Não
Auto Posto Multmax Ltda.,"Avenida Rio das Pedras, 1816",Jardim Aricanduva,RAIZEN,-,-,-,-,-,19/11/2019,Não
Sunset Posto de Servico e Conv. Ltda,"Rua Pereira Leite, 27",Alto dos Pinheiros,IPIRANGA,-,-,-,-,-,07/11/2019,Não
Sky Auto Posto Ltda,"Rua Estados Unidos, 1776",Jardim Paulista,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Companhia Brasileira de Distribuicao,"Estrada de Itaquera, 2671 Parte",Jardim Helena,IPIRANGA,-,-,-,-,-,27/11/2019,Não
Auto Posto Bauru Ltda,"Rua Cayowaa, 45",Perdizes,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Automotivos Calovini Ltda,"Avenida Paula Ferreira, 705",Piqueri,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Ava Serviços Automotivos Ltda,"Avenida Bosque da Saude, 1210",Bosque da Saúde,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Posto de Servicos Sao Jose Ltda,"Rua Goncalo Soares de Franca, 100",Jardim Floresta,IPIRANGA,-,-,-,-,-,26/11/2019,Não
Posto Pauliceia Ltda,"Alameda Eduardo Prado, 874",Barra Funda,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Flint Ltda.,"Rua Demetrio Ribeiro, 137",Cidade Mae do Ceu,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Auto Posto Chabin Ltda,"Rua Santa Cruz, 965",Vila Mariana,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Auto Posto Imbó Ltda.,"Avenida Regente Feijo, 752",Vila Regente Feijo,ALESAT,-,-,-,-,-,13/11/2019,Não
Pedro Yano & Cia Ltda,"Avenida Marechal Tito, 2614",São Miguel Paulista,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Ana Neri Ltda,"Rua da Ana Neri, 1156",Cambuci,BRANCA,-,-,-,-,-,12/11/2019,Não
Auto Posto Coronel Diogo Ltda.,"Rua Coronel Diogo, 678",Aclimação,BRANCA,-,-,-,-,-,12/11/2019,Não
Sombra da Paineira Auto Posto Ltda,"Avenida Mal Tito, 1936",Sao Miguel Paulista,BRANCA,-,-,-,-,-,13/11/2019,Não
Posto de Serviços Modêlo Ltda,"Rua Schilling, 213",Lapa,BRANCA,-,-,-,-,-,07/11/2019,Não
C. F. C. Auto Posto Ltda,"Rua Dr. Flavio Americo Maurano, 965",Jardim Morumbi,BRANCA,-,-,-,-,-,26/11/2019,Não
Posto Jardim Sao Bento Ltda,"Avenida Casa Verde, 1033",Casa Verde,BRANCA,-,-,-,-,-,21/11/2019,Não
Rede Cristal Sao Paulo Ltda,"Avenida Ragueb Chohfi, 7850",Guaianazes,BRANCA,-,-,-,-,-,27/11/2019,Não
Jose Maria Lopes & Cia Ltda,"Rua Carlos Rasquinho, Sn",Colonia Paulista,BRANCA,-,-,-,-,-,26/11/2019,Não
Posto de Servicos Automotivos e Comercio de Combustiveis O Bem Amado Ltda,"Avenida Conselheiro Carrao, 656",Vila Carrao,BRANCA,-,-,-,-,-,19/11/2019,Não
Serviços Automotivos Tvr Ltda,"Avenida Afonso Lopes Baião, 900",Vila Carolina,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Lorens Eireli,"Avenida do Imperador, 5742 Terreo",Limoeiro,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Estrela da Casa Verde Ltda,"Avenida Casa Verde, 3332 Terreo",Casa Verde,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Rimini Ltda,"Avenida Marechal Tito, 5350",Itaim Paulista,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Flecha Dourada Ltda.,"Avenida Marechal Tito, 347",São Miguel Paulista,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Landau Ltda,"Largo do Rosario, 68",Penha,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Mirante do Tucuruvi Ltda,"Avenida Tucuruvi, 1016",Tucuruvi,BRANCA,-,-,-,-,-,06/11/2019,Não
Posto de Servicos Presidente Altino Limitada,"Avenida Pres Altino, 1579",Jaguare,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Pangeia Ltda,"Rua Bueno de Andrade, 404",Aclimação,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,12/11/2019,Não
Auto Posto Dj Ltda,"Rua Francisco Xavier Paes Barreto, 200",Vila Sao Geraldo,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Auto Posto Canoa Quebrada - Ce Ltda.,"Estrada M Boi Mirim, 4757",Jardim Angela,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,26/11/2019,Não
Auto Posto Bug Ltda,"Rua Francisco Tramontano, 207",Morumbi,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,26/11/2019,Não
Centro Automotivo Tancredo Neves Ltda,"Avenida Padre Arlino Vieira, 1380",Vl das Merces,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Auto Posto Bellagio Ltda.,"Avenida Inajar de Souza, 3550",Do Limão,RAIZEN,-,-,-,-,-,13/11/2019,Não
Centro Automotivo Agua Espraiada Ltda,"Rua Zacarias de Goes, 628",Campo Belo,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Reira Ltda,"Avenida Inajar de Souza, 455",Freguesia do O,RAIZEN,-,-,-,-,-,13/11/2019,Não
Fukuya Kanemoto & Cia Ltda,"Avenida Otaviano Alves de Lima, 2888",Freguesia do Ó,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Ingles de Souza Ltda,"Rua Ingles de Sousa, 341",Cambucí,RAIZEN,-,-,-,-,-,12/11/2019,Não
Auto Posto da Fé Ltda,"Avenida Conselheiro Carrão, 3481",Vila Carrão,RAIZEN,-,-,-,-,-,19/11/2019,Não
Auto Posto Placar Ltda,"Avenida Doutor Eduardo Cothing, 833",Vila Formosa,RAIZEN,-,-,-,-,-,19/11/2019,Não
Mash-postos e Servicos Ltda,"Avenida Presidente Tancredo Neves, 1265",Vila Moinho Velho/vila Vera,RAIZEN,-,-,-,-,-,25/11/2019,Não
Auto Posto Rede Leste Comercio de Combustiveis Ltda,"Avenida Waldemar Carlos Pereira, 2176",Vila Talarico,RAIZEN,-,-,-,-,-,21/11/2019,Não
Trapezio Auto Posto Ltda,"Rua Costa Barros, 2695",Vila Alpina,RAIZEN,-,-,-,-,-,26/11/2019,Não
Jardim Sao Bento Auto Posto Ltda,"Rua Maria Curupaiti, 280",Santana,RAIZEN,-,-,-,-,-,21/11/2019,Não
Portal do Morumbi Servicos Automotivo Ltda,"Avenida Morumbi, 6705",Morumbi,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Moinho Velho Limitada,"Rua Caminho do Engenho, 655",Ferreira,RAIZEN,-,-,-,-,-,07/11/2019,Não
Auto Posto Recanto da Vitoria Com e S de Comb Lub Ltda,"Avenida Jorge Joao Saad, 887",Vila Progredior,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Auto Posto Cavallari Ltda,"Avenida Nossa Senhora do O, 1145",Freguesia do Ó,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Avignon Comércio Varejista de Combustíveis Ltda.,"Avenida Condessa Elizabeth de Robiano, 3280",Jardim América da Penha,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Posto Turistico do Jaragua,"Estrada Turistica do Jaragua, 26",Jaraguá,IPIRANGA,-,-,-,-,-,06/11/2019,Não
Auto Posto Nemo Ltda,"Avenida Giovanni Gronchi, 3577",Vila Andrade,IPIRANGA,-,-,-,-,-,26/11/2019,Não
Centro Automotivo Psx58 Ltda,"Rua Elisa Silveira, 57 Terreo",Vila Santo Estefano,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Maxicar Auto Serv. Ltda,"Rua Jose Maria Lisboa, 756",Jardim América,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Bartira Ltda,"Rua Cardoso de Almeida, 1082",Perdizes,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Centro Automotivo Portal das Perdizes Ltda,"Rua Dr. Franco da Rocha, 664",Perdizes,IPIRANGA,-,-,-,-,-,06/11/2019,Não
Portal do Paraiso Posto de Serviços Ltda,"Avenida Giovanni Gronchi, 3300",Jardim Leonor,BRANCA,-,-,-,-,-,13/11/2019,Não
Novo Brilho Centro Automotivo Ltda,"Avenida Paes de Barros, 1999 Terreo;",Mooca,BRANCA,-,-,-,-,-,12/11/2019,Não
Posto Castilho Limitada,"Rua do Oratorio, 3286",Vila Prudente,BRANCA,-,-,-,-,-,12/11/2019,Não
Auto Posto Dinossauros Ltda.,"Avenida Sao Miguel, 1688",Vila Buenos Aires,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Festa Ltda,"Avenida do Cursino, 2230",Jardim da Saude,BRANCA,-,-,-,-,-,18/11/2019,Não
Auto Posto Belenzinho Ltda,"Rua Sao Leopoldo, 546",Belenzinho,BRANCA,-,-,-,-,-,05/11/2019,Não
Gab Auto Posto Ltda,"Avenida Guapira, 1985",Tucuruvi,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Novo Tucuruvi Ltda,"Avenida Tucuruvi, 105 Terreo",Tucuruvi,BRANCA,-,-,-,-,-,06/11/2019,Não
Posto de Serviços Jardim Brasil Ltda,"Avenida Roland Garros, 616",Jardim Brasil,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Tuim Ltda,"Avenida Benjamim Pereira, 60",Vila Mazzei,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Pasil Ltda,"Rua Patapio Silva, 307",Jardim das Bandeiras,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,07/11/2019,Não
Auto Posto Riga Ltda,"Via Anchieta, 1751",Moinho Velho,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Auto Posto Lider Agua Fria Ltda.,"Rua Maestro Joao Gomes de Araujo, 179",Santana,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Mix Auto Posto Ltda,"Rua Serra de Jaire, 26, 36",Quarta Parada,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,05/11/2019,Não
Posto de Serviços da Ponte Ltda,"Avenida Nossa Senhora do O, 1693",Freguesia do Ó,RAIZEN,-,-,-,-,-,13/11/2019,Não
Zero Bala Auto Posto Ltda,"Rua Bar do Triunfo, 541",Brooklin,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto M A Ltda,"Avenida Rio das Pedras, 35",Vila Carrão,RAIZEN,-,-,-,-,-,19/11/2019,Não
Agua Funda Servicos Automotivos Ltda,"Avenida Dr Ricardo Jafet, 959",Ipiranga,RAIZEN,-,-,-,-,-,18/11/2019,Não
Silvia Maria Pinto Santos,"Avenida Doutor Ricardo Jafet, 1101",Vila Santa Eulalia,RAIZEN,-,-,-,-,-,18/11/2019,Não
Posto de Serviços J2r Ltda,"Avenida do Oratório, 4912",Vila Industrial,RAIZEN,-,-,-,-,-,05/11/2019,Não
Auto Posto Estoril Ltda,"Rua Alvarenga, 2045",Butantã,RAIZEN,-,-,-,-,-,07/11/2019,Não
Jardim Norte Posto de Serviços & Conveniências Ltda.,"Rua Padre João Gualberto, 701",Imirim,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Mora Ltda,"Rua Harry Danhenberg, 32/50",Itaquera,IPIRANGA,-,-,-,-,-,27/11/2019,Não
Companhia Brasileira de Distribuicao,"Avenida Brigadeiro Luiz Antonio, 1967 2013, Parte",Bela Vista,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Guararapes Ltda,"Avenida Engenheiro Luiz Carlos Berrini, 725",Cidade Moncoes,IPIRANGA,-,-,-,-,-,25/11/2019,Não
Posto Jardim da Saude Ltda,"Avenida do Cursino, 2154",Jardim da Saúde,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Claryn Auto Posto Ltda - Epp,"Avenida Flamingo, 379 A",Vila Nova Curuca,IPIRANGA,-,-,-,-,-,21/11/2019,Não
D`avo Supermercados Ltda,"Estrada Itaquera-guaianazes, 2100",Jardim Helena,IPIRANGA,-,-,-,-,-,27/11/2019,Não
Posto de Servico Camacho Ltda,"Rua Santa Cruz, 1772",Vila Mariana,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Queens Auto Posto Ltda.,"Avenida Santo Amaro, 2250",Brooklin,ALESAT,-,-,-,-,-,13/11/2019,Não
Auto Posto Ewamaro Ltda.,"Avenida Condessa Elizabeth Robiano, S/n Esq. Com A Rua Antônio Ma",Vila Guilherme,BRANCA,-,-,-,-,-,13/11/2019,Não
Ouro Velho Automóveis e Serviços Ltda,"Rua Coronel Diogo, 650",Jardim da Glória,BRANCA,-,-,-,-,-,12/11/2019,Não
Auto Posto Grana Ltda,"Rua Cons Carrao, 501",Bela Vista,BRANCA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Veyron Eireli,"Rua Romao Puiggari, 28",Sacoma,BRANCA,-,-,-,-,-,25/11/2019,Não
Nota Super Posto e Serviços Ltda,"Avenida Professor Luiz Ignacio de Anhaia Mello, 8170",Vila Uniao,BRANCA,-,-,-,-,-,26/11/2019,Não
Auto Posto Irmaos Ventura Ltda,"Avenida Pe Arlindo Vieira, 727",Vila Merces,BRANCA,-,-,-,-,-,25/11/2019,Não
Auto Posto Super Santana Eireli,"Rua Doutor Cesar, 303",Santana,BRANCA,-,-,-,-,-,21/11/2019,Não
Tempus Servicos Automotivos Ltda,"Rua da Coroa, 1810",Vila Guilherme,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Mkm Ltda.,"Avenida São Miguel, 4681",Parque Boturussu,BRANCA,-,-,-,-,-,22/11/2019,Não
Granadao Posto de Servicos Ltda,"Rua Itingucu, 201",Penha,BRANCA,-,-,-,-,-,05/11/2019,Não
Centro Automotivo Passarinho Ltda,"Rua Taquari, 817",Mooca,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Titiana Limitada,"Avenida Amador Bueno da Veiga, 3780",Penha de Franca,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Medrano Servicos Automotivos Ltda,"Rua da Mooca, 1033",Mooca,BRANCA,-,-,-,-,-,05/11/2019,Não
Posto de Servicos Talisma Sao Paulo Ltda,"Alameda Jauaperi, 45",Indianopolis,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Auto Posto Itaipu Ltda,"R.itingucu 1142 - Vila Re', S/n",Santo Amaro,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,05/11/2019,Não
Centro Automotivo Portal do Litoral Ltda.,"Rua Antonio Bezerra, 205",Vila Eliseu,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Auto Posto Ouro 22 Ltda,"Rua Bar Jaceguai, 1472",Campo Belo,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Century Auto Posto Ltda,"Rua Cantagalo, 2552",Tatuape,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,19/11/2019,Não
Posto de Servicos Copacabana Ltda,"Alameda Afonso Schmidt, 638",Santana,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Tudo Bem Ltda,"Avenida Pires do Rio, 605",São Miguel Paulista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Zurick - Eireli,"Avenida Aricanduva, 1630",Vila Manchester,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Dinamarca Ltda.,"Rua Doutor Luiz Migliano, 977",Jardim Cabore,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,26/11/2019,Não
Auto Posto Columbia Ltda,"Estrada da Conceicao, 3249",Vl Medeiros,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Rebelo Ltda.,"Rua Francisco Rebelo, 189",Vila California,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Moleke Travesso Ltda.,"Rua Domingos da Fonseca, 34",Parque da Mooca,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,12/11/2019,Não
Auto Posto Tiquatirão Ltda,"Rua Coronel Meireles, 1025 1033 - 1043",Vila Lais,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Centro de Abastecimento de Gas Milena Ltda,"Avenida Otaviano Alves de Lima, 3926",Nossa Sra do O,RAIZEN,-,-,-,-,-,13/11/2019,Não
Cuca Legal Auto Servicos Ltda,"Avenida Boturussu, 415",Ermelino Matarazzo,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Pedra Azul Ltda,"Rua Pedra Azul, 670",Aclimação,RAIZEN,-,-,-,-,-,12/11/2019,Não
Auto Posto Pacaembu Ltda,"Avenida Arnolfo Azevedo, 261",Pacaembu,RAIZEN,-,-,-,-,-,21/11/2019,Não
J. A. Comercio Varejista de Combustíveis Ltda.,"Avenida Santa Catarina, 479",Vila Alexandria,RAIZEN,-,-,-,-,-,25/11/2019,Não
Posto de Serviço Jardim America Ltda,"Rua Colombia, 26",Jardim América,RAIZEN,-,-,-,-,-,21/11/2019,Não
Auto Posto Savemo Ltda,"Avenida Pe Antonio Jose Santos, 790",Cidade Moncoes,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto K2 Ltda,"Avenida Corifeu de Azevedo Marques, 3480",Vila Pirajussara,RAIZEN,-,-,-,-,-,07/11/2019,Não
Orion Auto Posto Ltda,"Avenida Jaguare (antiga Rua Santo Eurilo N 360), 740",Jaguare,RAIZEN,-,-,-,-,-,07/11/2019,Não
Center Car Auto Posto Ltda,"Avenida Jaguare, 717",Jaguaré,RAIZEN,-,-,-,-,-,06/11/2019,Não
Centro Automotivo Itingucu Ltda,"Rua Itingucu, 327",Vila Re,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Posto Jirau Ltda.,"Avenida do Cursino, 3794",Saude,IPIRANGA,-,-,-,-,-,25/11/2019,Não
Posto de Serviços Monte Santo Ltda,"Estrada de Sao Miguel, 6060",Ermelino Matarazzo,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Auto Posto Sinha Moca Limitada,"Rua Cap Pacheco e Chaves, 394",Vila Prudente,BRANCA,-,-,-,-,-,12/11/2019,Não
Auto Posto Paula Ferreira Ltda,"Avenida Paula Ferreira, 1397",Vila Bonilha,BRANCA,-,-,-,-,-,06/11/2019,Não
Posto de Servicos Sao Luiz Ltda,"Av Maria Coelho Aguiar, 935",Jardim São Luiz,BRANCA,-,-,-,-,-,26/11/2019,Não
Auto Posto Fafa Ltda,"Avenida Conceiçao, 859",Vila Paiva,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Jmc Brasil Ltda,"Avenida das Cerejeiras, 2295",Vila Maria,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Calabria Ltda,"Estrada Itaquera-guainazes, 400",Parada Xv de Novembro,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Lageado Ltda,"Avenida Nordestina, 3184",Vila Curuçá,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Vibe Ltda,"Avenida Morumbi, 7685",Brooklin,BRANCA,-,-,-,-,-,25/11/2019,Não
Auto Posto Prata de Itaquera Ltda.,"Avenida Itaquera, 7369",Itaquera,BRANCA,-,-,-,-,-,27/11/2019,Não
Siqlub Auto Posto Ltda,"Avenida Rio das Pedras, 3100",Vl Nova York,BRANCA,-,-,-,-,-,19/11/2019,Não
Giro Posto Ltda,"Avenida Mutinga, 2174",Pirituba,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Leitao Ltda,"Rua Waldemar Carlos Pereira, 2191",Vl Talarico,BRANCA,-,-,-,-,-,21/11/2019,Não
Bambini Auto Center Ltda,"Avenida Sao Miguel, 8705",São Miguel Paulista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Mural Auto Posto Ltda,"Rua Voluntarios da Patria, 3341",Santana,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Estrela do Leste Eireli,"Rua Galileu Menon, 95",Vl Re,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Guadalupe - Vg Ltda.,"Avenida Joaquina Ramalho, 1.099",Vila Guilherme,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Sabia Posto de Servicos e Conveniencias Ltda,"Avenida Santo Amaro, 1.543",Vila Nov A Conceicao,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Posto de Serviços Automotivos e Comércio de Combustíveis Brooklin Ltda,"Avenida Padre Antonio José dos Santos, 1575",Brooklin,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
